Date,Open,High,Low,Close,Adj Close,Volume
2021-07-01,10.353609,12.444663,10.038440,10.876074,10.876074,23612675
2021-07-02,10.874971,11.037565,9.801860,10.614840,10.614840,13515503
2021-07-03,10.612395,10.926678,10.054714,10.597829,10.597829,12619448
2021-07-04,10.562177,11.365157,10.327413,10.964665,10.964665,13761128
2021-07-05,10.925021,11.169646,10.422094,10.643084,10.643084,20011438
2021-07-06,10.642628,11.468115,10.626475,11.154880,11.154880,19839274
2021-07-07,11.156508,12.914144,11.062546,11.849720,11.849720,14323006
2021-07-08,11.850653,12.364307,10.589879,10.885830,10.885830,17358793
2021-07-09,10.885759,11.183280,10.428823,11.006106,11.006106,10469241
2021-07-10,11.006909,11.134568,10.235480,10.762568,10.762568,8394272
2021-07-11,10.761254,11.650423,10.593621,11.365369,11.365369,8784130
2021-07-12,11.364874,11.448930,10.446305,10.601203,10.601203,9092057
2021-07-13,10.600647,10.623555,9.919897,10.187278,10.187278,9431713
2021-07-14,10.185970,10.568617,9.682964,10.035142,10.035142,11410250
2021-07-15,10.056616,10.232019,9.253084,9.386540,9.386540,8797074
2021-07-16,9.403574,9.686638,8.709234,8.763119,8.763119,10566833
2021-07-17,8.762761,8.935437,8.163656,8.625338,8.625338,9148455
2021-07-18,8.625353,10.419709,8.625353,9.031624,9.031624,12847852
2021-07-19,9.012310,9.058667,8.030469,8.162565,8.162565,8712642
2021-07-20,8.162574,8.206140,7.202271,7.213184,7.213184,11568738
2021-07-21,7.213168,8.666218,7.107052,8.239452,8.239452,13651096
2021-07-22,8.257361,8.719689,7.964543,8.493842,8.493842,9800862
2021-07-23,8.494749,8.965275,8.199304,8.965275,8.965275,9317136
2021-07-24,8.936778,9.083392,8.763965,8.903208,8.903208,8038071
2021-07-25,8.920519,10.943366,8.805022,10.011810,10.011810,13287563
2021-07-26,10.028596,10.915937,9.186554,9.316790,9.316790,19939894
2021-07-27,9.287820,10.204925,8.890097,9.966374,9.966374,14136722
2021-07-28,9.935871,12.424386,9.772156,11.139919,11.139919,31512343
2021-07-29,11.185489,11.329960,10.594162,11.175811,11.175811,13087529
2021-07-30,11.155413,11.384628,10.414657,11.179028,11.179028,13132207
2021-07-31,11.189531,11.971563,10.913173,11.758539,11.758539,14836951
2021-08-01,11.691385,13.806278,11.452078,11.529578,11.529578,28835573
2021-08-02,11.505702,11.913733,11.291230,11.551560,11.551560,11689879
2021-08-03,11.550330,11.679647,10.705939,10.924564,10.924564,12053045
2021-08-04,10.924820,11.956351,10.836560,11.330932,11.330932,5823167
2021-08-05,11.331105,11.580314,10.706121,11.531689,11.531689,6213519
2021-08-06,11.512235,13.285518,11.026805,12.652394,12.652394,22343264
2021-08-07,12.667632,14.957520,12.655355,13.839729,13.839729,23753521
2021-08-08,13.833717,16.497236,13.354126,14.965619,14.965619,34985731
2021-08-09,14.924382,15.702291,14.048175,15.045823,15.045823,15882830
2021-08-10,14.999429,15.271568,14.374174,14.975827,14.975827,8337953
2021-08-11,14.976237,16.002432,14.822282,14.957527,14.957527,14357822
2021-08-12,14.932369,15.324535,13.894355,14.814075,14.814075,18112977
2021-08-13,14.810768,16.504753,14.625322,16.156841,16.156841,14117618
2021-08-14,16.146133,16.443281,15.122007,15.624001,15.624001,9588931
2021-08-15,15.656978,16.863928,15.169730,16.847689,16.847689,9080536
2021-08-16,16.838194,24.710878,16.789145,19.754520,19.754520,151428596
2021-08-17,19.710161,24.663366,18.896053,22.145170,22.145170,64724366
2021-08-18,22.192493,35.860420,21.513714,33.732449,33.732449,280497371
2021-08-19,33.489960,35.514755,27.826302,29.876850,29.876850,158786304
2021-08-20,30.115723,33.052750,28.525967,31.117336,31.117336,54775945
2021-08-21,31.081955,31.081955,27.808096,28.243137,28.243137,36711347
2021-08-22,28.341919,29.805229,27.911457,28.821693,28.821693,23754119
2021-08-23,28.821627,33.432549,28.821627,30.843834,30.843834,45204374
2021-08-24,30.855661,31.162127,27.924931,27.932383,27.932383,29571313
2021-08-25,27.995188,28.990828,24.222445,26.872118,26.872118,48132375
2021-08-26,26.934401,27.034964,23.623074,25.733418,25.733418,41992947
2021-08-27,25.641409,42.204315,24.620380,38.346870,38.346870,257599236
2021-08-28,38.536346,47.855602,35.781570,47.274860,47.274860,252477410
2021-08-29,47.597836,50.031750,42.559284,42.559284,42.559284,161817331
2021-08-30,42.658600,60.018700,39.031902,56.219807,56.219807,384149859
2021-08-31,56.317509,70.043228,54.568047,65.836349,65.836349,610554221
2021-09-01,65.041267,67.341423,57.668480,61.271751,61.271751,194136227
2021-09-02,60.622459,62.172714,57.808514,59.574051,59.574051,151911312
